index	label	sentence	POS	w_index
a6u-fragment02 192	0	While Elle, Vogue and subsequently The Independent( Fig. 5), stressed different facets of Kahlo's public persona, they all shared the emphasis on her, as an encapsulisation of stereotypical images of Mexico, rather than her work.	ADJ	10
a1p-fragment03 80	0	The policy review's top rate of income tax- 50 per cent was too low, he said.	NOUN	6
b1g-fragment02 750	0	In effect the product of the discussion in both parts is a matrix where the methodological issues are listed along one axis and particular applications fields on the other.	DET	27
fet-fragment01 40	0	In July 1890, two years after writing this, Van Gogh had shot himself inefficiently in the groin, and had died slowly.	ADP	14
ew1-fragment01 132	0	The Liberal Unionists were admitted to the Carlton Club and a longstanding source of tension was eradicated.	VERB	16
kb7-fragment10 2196	0	You go in there in the evenings you know when it's been when it's been off and	ADV	12
b1g-fragment02 1265	0	Response includes search and rescue( including the need to cope with secondary threats such as contamination of water supplies after an explosion, or fire following an earthquake).	DET	20
a1f-fragment09 172	1	Third, a labour division of the High Court would contribute to the process of constitutional reform in Britain which surely is to be a key political issue in the 1990s.	ADJ	14
kbw-fragment11 4069	0	I know we're not inviting anybody for lunch Christmas day couldn't cope with that but it would be quite to have them in the afternoon can't cope with the people!	VERB	4
b1g-fragment02 1301	0	The collection of historical data on natural hazards is important since it is clear that their spatial pattern varies through time.	VERB	18
acj-fragment01 115	0	There are powerful arguments in favour of saying that there are other killings where an intent to kill can not be established, and yet where the moral or social culpability is equal to that in most intentional killings.	DET	14
b1g-fragment02 912	0	It need hardly be pointed out that coping with such multiple databases on which modelling is to be carried out is not a trivial exercise.	PART	19
a1e-fragment01 24	0	We stirred it up, yes, but we never lost any money for anybody and we never added to the unemployment figures.	ADV	15
ahf-fragment24 551	0	They are mostly Labour voters but several confuse their Labour candidate with the leader of the Liberal Democrats.	NOUN	7
bpa-fragment14 2191	0	A gentle breeze broke the absolute silence, moving the curtain so that he had to steady it with his hand.	NOUN	19
a8r-fragment02 61	1	The advent of fourth generation languages( 4GLs) has made system development much easier.	NOUN	5
al0-fragment06 182	0	An earlier film by Raphael, The Persuaders( 1986), charted the transformation of Ricki into Rytasha, which occurred at the Hare Krishna Temple in London, and her uneasy relationship with her guru there.	CCONJ	24
fpb-fragment01 1082	0	Can you imagine a woman trying to get two men into bed so she could watch them?	VERB	7
b1g-fragment02 1374	0	The full implementation of the RIMNET system will take some time.	DET	9
b1g-fragment02 1494	0	For instance, in performing its quantitative risk assessments the Health and Safety Executive will rarely deal with distances from hazardous sites in excess of 1 km( Petts 1988) and census data will not offer sufficient resolution for accurate population estimates to be made.	PROPN	12
al5-fragment03 39	0	Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts.	ADP	25
kbh-fragment02 144	0	Do you think Charlotte will eat a turkey steak with garlic and herbs?	DET	6
ac2-fragment06 1401	0	He took the Englishman by the arm and ushered him toward the easy chairs arranged around a long rectangular coffee table.	DET	11
cb5-fragment02 3325	0	Her only comfort was not to have Miss Beard in her room, to be able to suffer in solitude.	NOUN	11
b1g-fragment02 1564	1	We may want to count numbers living within plumes, circles of fixed radius, buffer zones and so on.	VERB	11
a98-fragment03 56	0	He was interviewed by Moe Berg, then one of the most famous baseball players in America.	NOUN	13
fet-fragment01 122	0	He wore the same black clothes baggy corduroys, heavy sweater, working-man's jacket that he had worn through the Sixties and Seventies.	VERB	15
kbh-fragment41 5266	0	Charlotte mummy get cross with you if you start this nonsense, just got to get some dog food and some bread then we can go home, O K?	VERB	14
b1g-fragment02 1203	0	Dutch elm disease is a floral hazard but is exacerbated by the transport of infected logs.	VERB	8
b1g-fragment02 1573	0	The choice of locations need not be for permanent bases, but can also include dynamic repositioning of units as circumstances dictate( Kolesar and Walker 1974).	NUM	24
b1g-fragment02 1489	1	The boundaries EDs have not been widely digitized, unlike the higher-level electoral wards.	NOUN	1
kcf-fragment14 1280	0	Said said he come from the that and all.	DET	6
a3k-fragment11 148	0	Advertising costs and any expenses incurred in hiring premises are normally passed on by the estate agents to the vendor, whether or not the auction results in a sale.	VERB	9
a6u-fragment02 176	0	Almost as a logical outcome of this media blitz, it emerged in the summer of 1990 that Madonna, already a devotee of Kahlo's work, was commissioning a screenplay based on Kahlo's life.	NOUN	23
b1g-fragment02 1034	0	This is conceived not as a set of hardware but as a comprehensive information system focused on the needs identified by the ESSC( see above) and anticipating somewhat those of IGBP.	VERB	15
al5-fragment03 39	1	Mrs Bottomley's first big test as Health Secretary will come this summer with the annual public spending round, which will be conducted against a background of concern over high Government borrowing and pressure from the Tory Right for public spending cuts.	ADP	27
b1g-fragment02 897	0	fossil fuel combustion, for instance, has led to increased concentrations of sulphate in precipitation( acid rain') and many rivers, lakes and estuaries have been greatly affected by phosphates from agricultural, urban or industrial sources.	VERB	22
ac2-fragment06 1312	0	Only a thousand pounds a week, yacht included.	NOUN	6
ahb-fragment51 725	0	Last week he promised to supply us with a written explanation of the way his company had treated Debbie, but it never arrived.	DET	8
a1k-fragment02 30	0	GENERAL TIPS A general rule for pub rock patrons is that the quality of music will be in inverse proportion to the quality of the beer( except at Finsbury Park's Sir George Robey where an excellent music policy comes complete with a decent pint of Guinness).	VERB	16
b1g-fragment02 1271	0	An important finding was that many relied on their own transport and went to stay with friends and relatives some distance away, rather than relying on the 19 official evacuation reception centres.	DET	0
as6-fragment01 71	0	the encouragement of private investment and the liberation of the market; the containment of the forces of social discontent; the control of the powers of the local authorities; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of Tory support, accentuating inequalities and injustice and( hopefully though not necessarily) reducing the potential for conflict among the urban poor.	ADJ	64
a1l-fragment01 32	0	Their 10-year-old daughter, Jessica, who is likely to be seen with her head buried in The Beano or a Roald Dahl novel, has provided the inspiration for many of her parents' books.	ADP	10
ab9-fragment03 805	0	He called her again and again, but she would not stop barking at something he could not see.	PRON	7
fpb-fragment01 1295	0	It was going to be a good night, in spite of the fact that it was August and a Wednesday.	NOUN	7
b1g-fragment02 776	0	In addition to these data requirements, such users are also interested in developing their capabilities for modelling the changing relationships between the supply and demand for infrastructure in the context of both public and private sector decision-making.	DET	3
a6u-fragment02 237	1	More problematic is the way in which such a dislocation has led to the acceptance of her Mexicanness as mere decoration of the essentially feminist themes of her work, thereby defusing a substantial part of the art described by Breton as a ribbon round a bomb.	NOUN	4
a1h-fragment05 106	1	There are Stein settings, such as Portrait of FB, but also cycles such as Five Songs from William Blake, Prayers and Praises and a cantata based on poems by Edward Lear.	VERB	25
kbh-fragment02 91	0	He's got to go and deal with the children, take them to and from work, then run a business.	CCONJ	12
ahb-fragment51 738	0	In case of a dispute you can complain to the professional body, and members are bonded, which means that deposits and rent are covered in case of fraud or dishonesty.	CCONJ	28
g0l-fragment01 30	0	he hired a car, but the car was found abandoned on the outskirts of Frankfurt.	ADP	10
kcu-fragment02 1964	0	Gon na have to get one of them dolls, she loves them.	PRON	11
fef-fragment03 684	0	Sections 3.6������3.16 are concerned with magnetostatics, where electric fields are assumed to be zero and the interrelationship of J, H, and B are studied.	NUM	1
b1g-fragment02 958	0	In most countries, the governmental and political concern with the environment has come somewhat later than that of scientists or concerned lay people: the early development of the Green Party in the Federal Republic of Germany is something of an exception.	NOUN	21
kbw-fragment11 4061	0	What's happening tomorrow?	NOUN	2
a6u-fragment02 278	0	The paper flag of her homeland is contrasted to the modernity of the cigarette held in her other hand.	ADJ	4
kcv-fragment42 4520	1	Gives you these hotels aren't comfortable, beds, noisy neighbours unusual food	DET	2
ea7-fragment03 843	0	Yet for them crusading necessitated no large leap of the imagination, no millenarian vision; it was simply a challenging and a deserving extension of their everyday activities.	CCONJ	0
fpb-fragment01 1273	0	Just before five o'clock, when the business session had ended and the afternoon was still hot, quiet, and heavy with languor, Buzz left to get some tea.	ADV	0
al5-fragment03 17	0	THE NEW Health Secretary, Mrs Virginia Bottomley, set herself an ambitious target yesterday to take the politics out of the National Health Service.	PROPN	3
alp-fragment01 44	0	In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol( Singer, 1985).	ADJ	23
bpa-fragment14 2310	0	Forster choked as the putrefying reek seemed to get right into him.	PART	7
al5-fragment03 15	1	The NHS is not for sale Virginia Bottomley talks to George Jones in her first interview since joining the Cabinet	ADP	12
crs-fragment01 61	1	This led to the initiation of an under-fives review.	NOUN	7
fef-fragment03 666	0	We have now a number of equations describing the same thing.	DET	8
bpa-fragment14 2307	0	Forster was sorely tempted to nip out and confirm that the noise was coming from George by twiddling the volume and tuner, but fought down the urge.	CCONJ	22
fet-fragment01 202	0	She had brought a case for legal compensation for her dead children's lives and for her own suffering and one of her few recorded public utterances was to call the first offer of compensation" pitiful".	ADJ	16
kbw-fragment42 14845	0	I spoke to that was Monday night, yeah, she's been head of department, did I tell you that?	VERB	13
as6-fragment01 96	0	Urban Development Corporations were introduced in 1981 in London Docklands and Merseyside, and the Urban Development Grant came in late the following year.	PROPN	9
ew1-fragment01 121	0	The papers were therefore bought through nominees or bank loans backed with party capital.	CCONJ	7
ea7-fragment03 836	1	They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles.	DET	51
a8n-fragment19 323	1	A neat step-over by Rocastle sent Thomas hurtling in on goal but Rhodes moved sharply off his line to smother the shot.	VERB	19
acj-fragment01 26	0	Nowadays the problem is quite the reverse: medical science is generally able to determine whether D's conduct caused the death, and innovations such as life-support machines mean that life can be prolonged for months and years in some instances.	ADJ	7
clp-fragment01 787	0	Indeed it will be described almost entirely as a liability because the costs will be known.	VERB	3
amm-fragment02 1653	0	In fact many of the arthropods that inhabit the water column have large, globular eyes of this kind.	DET	8
a1m-fragment01 40	0	It's been proved elsewhere that they work.	ADP	4
ccw-fragment03 1687	0	I was calling Sweetman's bluff, confident he would not dare pull the trigger, and equally confident that my marine training would let me turn him into mincemeat.	ADJ	15
as6-fragment01 88	0	Neither, at first, did the incoming administration foresee the impact of rising unemployment, which was to be especially serious among the urban young.	VERB	14
clp-fragment01 764	0	Task analysis can be very expensive in skilled manpower, but in looking at cost/value it is important to include in value the increase in mutual understanding which occurs when a multi-disciplinary team conducts the analysis.	PRON	14
c8t-fragment01 27	0	He rang and there was only a short delay before Alice Mair opened the door.	ADV	3
b1g-fragment02 1289	0	Their maps show clearly an increased propensity for landsliding in the north and west of the UK.	NOUN	8
acj-fragment01 53	0	Whatever the justifications for introducing this policy, it serves to underline the fact that sentencing in murder cases is enacted without each case being considered individually, after hearing representations from the offender's counsel, and without a sentence announced in court and subject to appeal.	VERB	37
a3e-fragment03 57	0	All this thinking and doodling will have done nothing physically to change the view outside the window, but it is a vital part of the gardening process.	ADV	9
a39-fragment01 4	0	They are mixing Islamic art from the Middle East with Indian and South-East Asian.	PROPN	8
c8t-fragment01 27	0	He rang and there was only a short delay before Alice Mair opened the door.	VERB	12
b1g-fragment02 789	0	Spatial analysis features particularly prominent on the research agenda relating to natural and technological hazards and geodemographics.	ADJ	13
kbd-fragment07 2294	0	I have to clean them up, I'll have to	PART	8
a1g-fragment27 420	0	Marko Radoman, 103, and a veteran of both Balkan wars, was given a place at the front as one of the few with personal memories of Nicholas's reign.	PROPN	26
clp-fragment01 789	0	It is obvious that company output and projects must reflect the man-power and its performance level, but, if this is acknowledged at all, it is only in brief verbal terms within, for example, the chairman's annual report.	ADP	31
fef-fragment03 632	0	We shall, therefore, introduce a number of alternative formulations.	DET	4
as6-fragment01 38	1	And he concludes, of all the warnings that the inner city has to offer for the direction British society is taking, this is perhaps the most sinister.	NOUN	16
alp-fragment01 22	0	Discourses on punishment and dictionary definitions of the term clearly specify the central feature of punishment as being the infliction of pain rather than the loss of liberty per se( Hudson, 1987).	X	28
al2-fragment23 267	0	Meanwhile, members who were not part of the ̴�116m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association.	DET	21
a9j-fragment01 12	0	Villages and refugee camps were thus being developed into liberated or independent areas, if not militarily, then at least psychologically, politically and infrastructurally.	CCONJ	10
kbw-fragment04 2632	0	It's just that I can actually hear it.	VERB	6
c8t-fragment01 91	0	Alice Mair had heard the car and came out to him from the kitchen, wiping her hands.	PART	8
fef-fragment03 662	0	Well, one can use eqn( 3.1) as it is, but very often one is better off by using its integral form that can be obtained by integrating both sides of eqn( 3.1) over a surface formula.	NUM	5
kbc-fragment13 6287	0	I've never heard so much talk about health as we do nowadays.	ADV	3
alp-fragment01 91	0	Similarly, the assisting extends beyond simply providing handouts of useful information:	ADP	8
c8t-fragment01 24	0	The words, in that round childish script, had remained with him.	NOUN	6
ahl-fragment02 26	0	Our work is being delayed simply through the lack of funding, said Dr Klinowska.	VERB	11
kcu-fragment02 1791	0	She didn't hear us!	PRON	3
b1g-fragment02 1385	0	Dangermond( 1985) describes the use of the ARC/INFO NETWORK module for use in emergency planning situations.	NOUN	9
a3p-fragment09 178	0	It is a rambling Tudor house run by John and Margaret Parker, whose breakfast room and drawing room look out over a wonderful walled garden, beyond which fields of grazing cows stretch down to the river.	NOUN	35
ajf-fragment07 196	0	The Feds claim to have seized 75,000 prints at the family firm, known with a nice irony as Original Artworks Ltd.	NUM	6
a6u-fragment02 208	0	For Kahlo, however, choosing to don the costume of the Tehuana, as for example in Tree of Hope( 1946)( Fig. 8), was to embody a powerful icon of cultural identity.	ADP	8
bpa-fragment14 2060	0	It can work its way past us, and hide again.	PRON	0
kcf-fragment14 1300	0	Oh I don't know ma!	VERB	2
as6-fragment01 70	0	Leech and Amin( 1988, p. 14) summarize this approach, not unfairly, in the following terms:	NOUN	4
g0l-fragment01 28	0	He decided to turn the pressure on the Russian.	PRON	0
fpb-fragment01 1153	0	I didn't say for ever.	ADV	4
alp-fragment01 84	0	In the first group session the counselling method is registered in the course tutor's notes( Menary, 1986) by the explanation: This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past( p. 3).	ADV	36
as6-fragment01 96	0	Urban Development Corporations were introduced in 1981 in London Docklands and Merseyside, and the Urban Development Grant came in late the following year.	ADP	7
kbh-fragment02 256	0	Well finish your mouthful first, please.	INTJ	5
kbh-fragment02 162	0	So, cos he had an early, erm, what do you call it, early estimate.	DET	4
b1g-fragment02 1534	0	Lancaster University is already heavily involved in the work of Preston District Health Authority in this area.	PROPN	13
ew1-fragment01 109	0	Daily Express: I am much obliged to you for the precis of Mr Bonar Law's speech last night.	ADV	4
g0l-fragment01 60	0	When they saw that the war could not be won, even as early as 1941, some of them opened up lines of communication with us and the British.	VERB	8
kb7-fragment10 2236	1	If I have the heat up very high in the bedroom he can't sleep.	ADV	7
b1g-fragment02 1495	1	It should be pointed out, however, that the National Radiological Protection Board currently uses 1 km grid square resolution population data from the 1971 Census in its radiological protection studies( Hallam et al. 1981).	PART	4
fpb-fragment01 1322	0	I agree, it's clearly a warning to pay, but I swear I know nothing about it.	PART	6
b1g-fragment02 1274	0	It is not without interest to note that in the USA there is a Federal Emergency Management Agency( FEMA), established in 1978, charged with dealing with all types of emergency planning and management.	DET	9
kcf-fragment14 1422	1	Come on Kimmy!	VERB	0
kbw-fragment42 15003	0	Cos we it's a long, long way to Jo's and just to go, right all that way for two nights would not really be worth it.	PRON	2
alp-fragment01 8	0	This article challenges the conceptual and practical appropriateness of applying the notion of punishment to the probation context.	ADP	8
cb5-fragment02 3353	0	Without any hurry, in spite of the impatience which had brought him here, he caressed the length of her neck and the slope of her shoulders.	NOUN	4
b1g-fragment02 1333	0	The gas is trapped in well-insulated houses and is produced by the decay of uranium in rocks and soil; thus it has been measured at high concentrations in parts of Cornwall and Devon.	ADP	13
a2d-fragment05 43	0	John Mantley, producer of Gunsmoke for CBS for 11 years, says elements of the old story began to fall apart.	NOUN	2
b1g-fragment02 875	0	Thus no meteorologist would attempt to forecast the weather 2 or 3 days ahead without using a mathematical model based on observations from all around the world.	ADP	24
fef-fragment03 750	0	We may, in fact, reinterpret any of the diagrams of Figs( 2.25) -(2.31) by assuming that the whole space is filled with a material of conductivity formula] and the field lines are now the lines of current flow as well.	VERB	1
c8t-fragment01 114	0	Theresa looked at Dalgliesh without smiling and said a grave thank you.	PRON	11
bpa-fragment14 2246	0	Delaney tried to play down the fear in his voice fear for her.	PRON	12
cdb-fragment02 384	1	Beryl meant that Adam had been among the previous owners of Wyvis Hall while her husband had not, but she knew better than to point this out.	VERB	24
ac2-fragment06 1462	0	In any case, you know as well as I do that the MDs are always American.	DET	11
acj-fragment01 27	0	In one recent case the victim of a stabbing died two and a half years after the incident, having been kept on a life-support machine for almost the entire time.	NOUN	3
b1g-fragment02 1378	0	The dissemination of information in the event of an incident is dealt with at three levels: the first is the normal system of press notices; the second is the use of teletext and viewdata( Ceefax and Prestel) to get direct to members of the public at their homes or places of work; the third is the use of Telecom Gold electronic mail to get more technical details to various official bodies, such as water authorities( Jackson 1989).	DET	25
fef-fragment03 630	0	It is correct for most of the chapter with formula taken as a constant but breaks down for ferromagnetic materials, which will be discussed in Section 3.11.	VERB	23
kbh-fragment41 5237	0	Yes, do come pop in.	VERB	1
kcv-fragment42 4322	0	Yes but heavens you know you'll never climb with that and you'll never climb the stairs	VERB	4
b1g-fragment02 1477	0	Using soil samples he constructed a contoured risk surface and then mapped excess cancers in various distance bands, detecting a marked distance decay effect.	NOUN	21
alp-fragment01 87	1	In the fifth group session entitled Focus on the Individual, the counselling and the monitoring combine with the directing and assisting methods.	ADP	16
fpb-fragment01 1082	0	Can you imagine a woman trying to get two men into bed so she could watch them?	NOUN	9
kbc-fragment13 6223	0	And they just give me tablets.	NOUN	5
a9j-fragment01 67	0	Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks.	NOUN	1
kcv-fragment42 4303	0	It won't work	VERB	1
b1g-fragment02 1471	0	Matthews( 1989) has used data from the Regional Cancer Registry( morbidity rather than mortality data) and data on trace elements to examine this link.	ADP	12
ab9-fragment03 860	0	He had seen her weep before but only for a sick horse, and he was awe-struck.	DET	9
kbd-fragment07 2434	0	It's the nice ones that leave their drink there.	ADJ	2
fef-fragment03 728	0	If the cross-section happens to be smaller at a certain place, then the forces are larger there than at the neighbouring cross-sections, so the beam will be further constricted, etc., leading to the so-called sausage instability( Fig. 3.3(a)).	DET	8
a9j-fragment01 74	0	Sari Nusseibeh, a leading Palestinian intellectual, is professor of philosophy at Bir Zeit, the West Bank university closed by the Israelis early last year.	NOUN	7
as6-fragment01 38	0	And he concludes, of all the warnings that the inner city has to offer for the direction British society is taking, this is perhaps the most sinister.	CCONJ	0
kbp-fragment09 4003	0	Erm I'll give you those	VERB	2
a3k-fragment11 136	1	We're trying to smooth the path for purchasers, and streamline the system, says Graham Harrison, pointing out that live telephone bidding will also be available for those unable to attend.	VERB	15
as6-fragment01 119	0	In 1981 nearly 40 per cent of ethnic minorities in the UK lived in partnership or programme areas.	NOUN	16
kbc-fragment13 6039	0	I think you d' ya know I think you were at night school Gordon when I think about it.	PRON	8
clp-fragment01 817	1	Human resources should be fundamental to subjects such as ergonomics which are essentially people-centred but the concept remains procedurally undeveloped at any level from a continent through countries, regions and companies down to particular working systems.	VERB	13
a3c-fragment05 204	0	Those of us who enjoy them need only a name for each condition, so that we may discuss them in expectation and in recollection.	NOUN	23
ab9-fragment03 804	0	He could hear her barking and looked down over the steep side of the embankment to the bottom of the trees.	ADP	8
fet-fragment01 190	0	But one side branch shoots up very high and lets fall an avalanche of dark green pine needles.	CCONJ	8
a4d-fragment02 121	0	Listed building procedures might impede the full commercial realisation of the site when the electricity industry is privatised.	VERB	16
a1x-fragment05 188	0	They should be offered relaxation therapy and stress management, and advice on diet and exercise, he said.	NOUN	4
kbc-fragment13 5876	1	Well well he hasn't got a father so he regards you doesn't he?	VERB	9
a1x-fragment04 173	1	Further studies, the researchers believe, should concentrate on pregnant women known to have a zinc deficiency or to be at risk from problems during labour.	VERB	12
ew1-fragment01 74	0	No general election was fought by the organization set up after 1911, but there is little doubt that there was a massive improvement; criticisms that were commonplace in 1910 were not to be heard by 1913.	PART	31
cdb-fragment04 910	0	They sat at the table in the dining area to eat an absurdly early high tea.	PART	9
cdb-fragment02 390	0	So Lewis did not say, even to himself, when he was privately considering trying to get hold of his son in Tenerife, that he disliked Adam and would have been pleased to spoil his holiday.	PROPN	1
a6u-fragment02 238	0	It is the ribbon that runs through the pages of Vogue, the glossy surface of the images in direct opposition to a work such as Kahlo's The Suicide of Dorothy Hale( 1939)( Fig. 9).	DET	15
bpa-fragment14 2323	1	But it struck with the speed of an attacking snake.	NOUN	9
a39-fragment01 5	0	The sales combine items of charm at fairly accessible prices with some rare treasures aimed at big-time collectors.	ADP	10
b1g-fragment02 788	0	In summary, then, as fig. 8.1 shows, many of the issues raised by this review of geographic information handling in the four potential application fields are essentially complementary to those discussed in the part on methodological developments.	NOUN	1
kcc-fragment02 37	0	Campaign on a what do you call it and erm and funny enough I was reading the Campaign yesterday and I was looking at the er thing and they've got a sale on haven't they?	CCONJ	19
fef-fragment03 685	1	Since we have so many variables, and since in each physical configuration only some of them appear, we will record( just for this chapter) the non-zero variables in each section heading.	VERB	16
kbw-fragment04 2518	0	He took an omelette.	DET	2
fet-fragment01 198	0	In August 1976 a car, containing an IRA gunman, possibly already dead, ploughed onto a pavement and killed three of Mrs Maguire's children, Joanne, eight, John, two, Andrew, six weeks, leaving one son, Mark, aged seven.	NOUN	32
fef-fragment03 694	1	There is now cylindrical symmetry and a net charge per unit length formula, yielding for the radial component of the electric field formula.	NOUN	22
kbw-fragment11 4222	0	a few times a week and I think it sounded like three cos she was wondering how he would cope with driving and everything.	VERB	14
c8t-fragment01 48	0	Was it the faint smell of herbs and newly baked dough, the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall, the rhythmic moaning of the sea through the half-open door, the sense of well-fed ease conveyed by the two cushioned armchairs, the open hearth?	DET	23
kcu-fragment02 1554	0	We'll just drop the kids over Beryl's and er	DET	3
g0l-fragment01 371	0	If he got hurt, my guy used to suffer, too.	ADP	0
kbw-fragment04 2719	0	Can you do that, do you know how to do that?	VERB	2
a2d-fragment05 75	0	Westerns, by their nature, demand more time on location.	NOUN	8
kbc-fragment13 6175	0	He obviously ate like everybody else.	ADP	3
b1g-fragment02 888	0	The biogeochemical system embraces the totality of the movements of the key elements essential to life carbon, nitrogen, oxygen, phosphorus and others through what has been described as the total earth system.	VERB	26
fet-fragment01 258	0	Sometimes she wished Will would not write to her at all, if he would send no messages to Daniel.	DET	15
ea7-fragment03 870	0	His friendship with Raymond V of Toulouse, a fellow warrior, reversed the trend of history since the middle of the tenth century, in bringing the princes of the far south back into the king's mouvance.	ADP	15
cdb-fragment02 511	0	It would be bad enough if I were a G P or an expert in some other branch of medicine, an orthopaedic surgeon, for instance, or an ear, nose and throat man, but I am a gynaecologist, and it is the bones of a young woman and a baby that have been found there	DET	8
ahl-fragment02 25	0	But the Moray Firth experiments were only possible after the naturalist Dr David Bellamy helped secure a donation from the Co-operative Wholesale Society.	DET	9
b1g-fragment02 1039	0	The need for a mechanism to handle the global environmental data was defined in the early 1980s and the Global Resources Information Database( GRID) resulted.	PART	5
a1e-fragment01 23	0	He rejects charges that he was partly responsible for the casino atmosphere that gripped US corporate life in the early 1980s.	PRON	0
acj-fragment01 19	0	It was argued in Chapter 2 that the criminal law ought to spread its net wider where the potential harm is greater.	VERB	2
as6-fragment01 20	0	As in the United States, so in Britain it was an outbreak of violence that dramatically brought the plight of the inner cities to public notice.	ADP	0
a8u-fragment14 328	0	Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 per cent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on a level with 1988, says finance director Brian Fidler.	NOUN	63
kcv-fragment42 4564	0	So it looks awfully fresh the wretches made me almost squashed it.	PRON	1
a1k-fragment02 54	0	Primal Scream Not a name which would lead you to expect self-absorbed acoustic doodlings.	ADJ	5
g0l-fragment01 374	0	And I'd look on the field and it was his brother who'd been tackled.	ADP	3
c8t-fragment01 117	0	They looked as if they had been dressed in a hurry and not very suitably for a long walk on the headland, even in a warm autumn.	DET	16
as6-fragment01 85	0	The document, and the legislation that derived from it, pointed to a positively discriminatory approach: with both central and local government supplementing existing programmes in such a way as to strengthen local economies, as well as the physical and social environment.	ADV	12
b1g-fragment02 748	0	In this way the chapters in this part present a number of perspectives which essentially complement and amplify the discussion in the previous part.	ADP	11
ahc-fragment60 1245	0	Now the path ran through heather high above the burn, past circular sheepfolds long disused and over the stony beds of side streams where the grass hung smooth and inviting, concealing ankle-breaking drops.	ADV	23
a9j-fragment01 11	0	Some headway was made in expanding self-sufficiency, whether through utilising more land for agriculture, developing home economies, or encouraging local manufacturers and products.	VERB	14
kb7-fragment10 2377	0	Yeah I mean that's the same as I I must admit I did have sort of an argument with him once over his music.	PRON	8
fef-fragment03 682	0	It may be roughly divided into two parts: magnetostatics and the rest.	CCONJ	9
a2d-fragment05 54	0	It was the only new drama series in US network TV to be allowed a second series this year, despite a relatively lowly 49th ranking in the ratings.	ADJ	15
b1g-fragment02 1500	0	More generally, we need to consider the availability of large databases for hazard studies and emergency planning and this is an area ripe for major initiatives.	CCONJ	14
as6-fragment02 363	0	A subsequent debate on the same issue in March 1982 was also full of references to the experience of 1981, the impact of street violence, crime, decaying urban conditions, the breakdown of consent between the police and many local communities, and the spectre of more violence to come if changes in both policing tactics and social policy were not swiftly introduced( Hansard, vol. 20, 25 March 1982: cols. 1107�_�_��81).	NOUN	24
as6-fragment01 49	1	It is a symptom of public anxiety about urban squalor and, less creditably, of class and racial prejudice that drugs and inner cities are automatically linked in the popular consciousness( MacGregor, 1989a).	VERB	25
b1g-fragment02 1274	0	It is not without interest to note that in the USA there is a Federal Emergency Management Agency( FEMA), established in 1978, charged with dealing with all types of emergency planning and management.	PRON	0
as6-fragment02 364	0	The need to support the police was accepted by both the Labour and the Conservative speakers in the parliamentary debate on the riots, and was established as a benchmark for the official response to the riots long before the Scarman Report was published in November 1981.	PROPN	40
acj-fragment01 101	0	The House of Lords upheld D's conviction for murder: an intent to cause really serious injury is sufficient for murder, without any proof that the defendant intended, or even contemplated, the possibility that death would result.	NOUN	15
a3c-fragment05 193	0	We say we are thirsty when we mean that we fancy a glass of wine, a pint of beer, a gin and tonic or a shot of whisky the pleasure of naming our poison at the end of a busy day or tiresome week.	DET	24
ccw-fragment03 1649	0	Would you please tell me the high season price for one week?	NUM	10
kbp-fragment09 4016	0	You're going to an awful lot of trouble for me love.	PRON	9
g0l-fragment01 387	0	I don't know why I'm alive and he's dead.	PRON	0
cb5-fragment02 3228	0	Something unforeseen and urgent had happened, since Sean had obviously known of it yesterday afternoon, and there had been no opportunity for him to inform her.	PROPN	7
ahf-fragment24 581	0	I was stood outside me shop all night, and most were no more than kids.	NOUN	7
kbh-fragment09 1294	0	Off we go up the step there's a good girl.	ADV	6
ac2-fragment06 1270	1	Must be getting too old for this globe-trotting lark, or else my mis-spent youth is catching up on me.	PART	16
kbw-fragment42 15086	0	they go one, two, three, four	NUM	3
fet-fragment01 142	0	Do you think?"	VERB	0
b1g-fragment02 917	0	Who is involved and what is going on?	NOUN	0
b1g-fragment02 838	0	Thus, The Times of 17 December 1990 reported that a group of 40 of the most senior Civil Servants had met the previous weekend to discuss ways in which the government machine could respond better to national and international problems such as the threat of global climate change.	NOUN	46
a80-fragment15 298	0	Fortunately, Leinster's front five, which includes the experienced tight-head prop Des Fitzgerald, looks upto the task of scrummaging against the All Blacks.	PROPN	1
a1f-fragment09 172	0	Third, a labour division of the High Court would contribute to the process of constitutional reform in Britain which surely is to be a key political issue in the 1990s.	VERB	9
